Customer_i_Unique_ID,Customer_i_ID,Customer_i_Star_Rating,Customer_i_Comment,Customer_i_buying_influence,Customer_i_Date,product,category,price_dollars,star_ratings,total_ratings
B08SBSP3JY-R2H2NMFIL8MP5S,R2H2NMFIL8MP5S,5.0,students love this,0.0,2023-10-18,"Classroom Headphones Bulk 5 Pack, Student On Ear Color Varieties, Comfy Swivel Earphones for Library, School, Airplane, Kids, for Online Learning and Travel, Noise Stereo Sound 3.5mm Jack (Black)",Smartphones,38.97,4.6,2573
B0BVQXP224-R1JTHTY3VU6V0P,R1JTHTY3VU6V0P,1.0,All cards failed in less than a year.  Pure JUNK!,0.0,2023-10-20,"KOOTION 128GB Micro SD Cards 5-Pack, Class 10 MicroSDXC Flash Memory Card, Full HD Video Recording, UHS-I TF Card for Security Camera/Smartphone/Tablet/Drone/PC, C10, U1 (5Pack)",Smartphones,47.99,4.5,14630
B0CJ7VTR51-Unavailable,Unavailable,,Unavailable,,1677-09-21,HeyxFome X2 2023 6.5” HD+ Screen GSM Unlocked Cell Phone 4G Mobile Phones 4000mAh Android 12 Smartphone 16MP RAM 3GB cellphone Face ID Dual SIM (Only For T-mobile Metro Mint Tello USA Market) (Purple),Smartphones,79.99,0.0,0
B0CFL3VLX7-R1QYZV2GKR3RQA,R1QYZV2GKR3RQA,5.0,Rugged phone,0.0,2023-10-03,"Ulefone Armor X12 Pro Rugged Smartphone Unlocked 2023, MTK Helio G36 8GB+64GB Android 13 Cell Phone, 13MP+8MP, 5.45"" HD+, 4860mAh, Dual SIM 4G T-Mobile Rugged Phone, NFC GPS OTG FM,Green",Smartphones,129.99,4.1,6
B0CJT8MRYG-R238LV536M03A9,R238LV536M03A9,0.0,,0.0,1677-09-21,"Ulefone Note 16 Pro (16+512GB) Unlocked Phones, Android 13 Smartphone, 50MP Main Camera, 6.52” HD+ Waterdrop Screen, 8-Core Processor, 4400mAh Battery, Dual 4G Unlocked Cell Phone-Purple",Smartphones,159.99,4.5,2
B0CCS3PXJJ-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Yoidesu S23Ultra Unlocked Cell Phone for Android, 6.8 Inch FHD Ultra Thin Smartphone with Pen, 8GB RAM 256GB ROM Expansion, 5800mAh Battery, Dual Card Dual Standby 4G Mobile Phone (Black)",Smartphones,0.0,0.0,0
B0C6SW57Z1-R3Q1FK3V1ERXQK,R3Q1FK3V1ERXQK,1.0,Junk!,0.0,2023-09-03,"3-in-1 Touchscreen Wireless Charging Station for Smartphones (iOS & Android), Smartwatches and Wireless Earbuds with Built-in Digital Clock and LED Display",Smartphones,49.99,2.5,9
B0CH3LVBGQ-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Messiro Car Phone Holder Mount, Car Vent Hands-Free Phone Holder [Upgraded Clip], Suitable for iPhone and Android Smartphones, Compatible with Various car mounts",Smartphones,47.99,0.0,0
B0BCP5P4Z9-R9WR7ND26QFXK,R9WR7ND26QFXK,1.0,Muy mal telefono poco resistente. Tengo pantalla rota.,0.0,2022-11-22,"Ulefone Power Armor 14 Pro (8GB+128GB) 10000mAh Rugged Smartphone 2023, Android 12 Waterproof Phone, 20MP Triple Rear Camera, Wireless Charging, 6.52""HD+, Dual SIM 4G Unlocked Rugged Phone OTG NFC FM",Smartphones,209.99,4.1,149
B0BGPK9DK7-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Ulefone Unlocked Mobile Phone 2023, Note 14 Android 12 3GB+16GB, Triple Card Slots 6.52"" Waterdrop Screen, 8MP+5MP Dual Camera, 4500mAh Battery Dual SIM 4G Smartphone, Face Unlock, GPS, US Version",Smartphones,79.98,4.2,4
B0896TDJ3H-RFVN145ENSNEG,RFVN145ENSNEG,1.0,No stars,0.0,2023-09-27,SAMSUNG Galaxy Note 9 N960U 128GB CDMA + GSM Unlocked Smartphone - Lavender Purple,Smartphones,379.99,4.1,292
B0CGX43SV4-R3GWSFYDH3P682,R3GWSFYDH3P682,3.0,"For the money, ok",0.0,2023-10-06,"ExAchat U21 5G Smart Phone,Unlocked Cell Phones, 6.6"" Screen, 5800mAh,6GB+256GB ROM+128GB SD Card, Snapdragon 8 Gen2 Processor, Android Phone with 50MP+24MP Camera, Face Unlock/Dual Sim - Black",Smartphones,149.99,2.1,7
B07V6CBFQF-R1B3KOPAGNXGV,R1B3KOPAGNXGV,1.0,This is a total waste of money,0.0,2023-10-15,"UMIDIGI Bison GT2 PRO 4G Unlocked Rugged Smartphones,8GB+256GB Android 12 IP68/IP69K Waterproof Helio G95 64MP AI Triple Camera 6.5"" FHD 6150mAh NFC Smartphone",Smartphones,259.99,3.6,381
B0C6F4C361-RL2BRLJA9LHYO,RL2BRLJA9LHYO,1.0,Triple camera is a lie,0.0,2023-10-04,"Unlocked Phones, Blackview A53 Unlocked Cell Phone(2023 New), 7GB RAM+32GB ROM/1TB Expand Android Phone, Android 12 Smartphone, 5080mAh Battery 10W Fast Charge, 6.5""HD+Display,3 Card Slots,Face Unlock",Smartphones,119.99,4.0,343
B08PV8DSXJ-R2GUOGZC127Y4X,R2GUOGZC127Y4X,5.0,Charging station,0.0,2023-09-27,"USB Charger Station,20-Port 100W/20A Multiple USB Charging Station,Multi Ports USB Charger Charging for Smartphones，Tablets，and Other USB Devices",Smartphones,29.59,4.6,964
B0CDQ18M93-R1U6YZCEJDO34R,R1U6YZCEJDO34R,3.0,Doesnt fit my tripod,0.0,2023-10-16,"LUOLED Phone Holder for Ring Light, 360° Rotatable Phone Holder Ring Light Attachment, Phone Attachment for Tripod, Compatible with Smartphones, for Tripods, Makeup, Video Conferencing, 2 Pack",Smartphones,19.99,4.0,4
B0CH8BPRPZ-Unavailable,Unavailable,,Unavailable,,1677-09-21,"1TB Micro SD Card 1024GB High Speed Waterproof Class 10 Memory Card for Smartphone,Security Camera,Dash Cam,Tablet and Drone",Smartphones,25.99,4.7,4
B0CBS73F6X-Unavailable,Unavailable,,Unavailable,,1677-09-21,"1TB Microsd High Speed Transfer 1024GB Micro SD Cards Waterproof for Dash Cams,Home Monitoring Systems,Smartphone and Drone",Smartphones,26.99,0.0,0
B0CH3MGZ8V-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Car Phone Holder Mount with Upgraded Clip - Hands-Free Phone Holder for Car Vent, Suitable for iPhone and Android Smartphones, Compatible with Various car mounts",Smartphones,49.99,0.0,0
B0BGHMMNT5-R20877X2BLZRMP,R20877X2BLZRMP,4.0,Pretty good but not remarkable sound quality.,0.0,2023-10-20,"Cell Phone Stand with Wireless Bluetooth Speaker, Adjustable HD Surround Sound Cell Phone Speaker, Anti-Slip Phone Holder for Desk, Compatible with Any Smartphones",Smartphones,22.99,4.4,894
B0C9F221H3-Unavailable,Unavailable,,Unavailable,,1677-09-21,1TB Memory Card Micro SD Card 1TB Fast Speed for Smartphone/Action Camera/Tablet/Notebook and Drone(1TB),Smartphones,23.99,4.5,8
B09KWR967H-R35N0ALIZ3E3C8,R35N0ALIZ3E3C8,1.0,Does not work well,1.0,2023-09-30,"EINOVA Charging Stone - Beautiful Wireless Charger, 10W Fast Charger with Built-in Durable Braided Cable - Black Marble",Smartphones,69.99,3.3,89
B088G1ZLN4-R1J64YGO8MDCTI,R1J64YGO8MDCTI,5.0,Works great,0.0,2023-10-23,"iOttie Easy One Touch 5 Air Vent & Flush Mount Combo - Universal Car Mount Phone Holder for iPhone, Google, Samsung, Moto, Huawei, Nokia, LG, and all other Smartphones",Smartphones,23.99,4.4,129576
B0C961CVX1-R1TRG3XDJ7XES,R1TRG3XDJ7XES,5.0,Game-Changer for Charging Needs!,0.0,2023-10-05,"USB Charging Station, 25 Port 125W(25A), Travel Desktop USB Rapid Charger, Multi Ports Fast Charging Station Organizer Compatible with Smartphones, Tables, and More Devices",Smartphones,39.99,4.8,47
B099934QCF-R3N63JHZPYWOC9,R3N63JHZPYWOC9,4.0,Love it,1.0,2023-10-18,"UMIDIGI Unlocked Cell Phone, Power 5 (3+64g) Android 11 Smart Phone, 6150mAh Battery+ 6.53"" HD Display Smartphone with 16MP AI Triple Camera, Dual SIM Android Phone…",Smartphones,79.99,3.7,949
B0C7KHQBCB-R2ST6UZDERX49V,R2ST6UZDERX49V,1.0,It's bad,0.0,2023-10-14,"YRMJK 2+2 Compatible OnePlus 10 Pro Screen Protectors + Camera Lens Protectors, 3D Full Coverage 99% HD Clarity 9H Premium Tempered Glass Compatible OnePlus 10 Pro",Smartphones,10.98,2.8,12
B0CDWXV5L1-R13WP54R74CLAR,R13WP54R74CLAR,1.0,Went on smooth but cracked right away,0.0,2023-10-22,"YRMJK 2+2 Compatible OnePlus 10 Pro Screen Protectors + Camera Lens Protectors, HD 3D Full Coverage Clarity 9H Premium Tempered Glass",Smartphones,10.98,4.1,38
B0BTT6VBXR-R2EJMSKLBUB4O8,R2EJMSKLBUB4O8,5.0,Nice colors & easy to handle,0.0,2023-10-14,"Qinmay for Galaxy A54 5G Case,Samsung Galaxy A54 5G Case with HD Screen Protector (2 Pack),Samsung A54 5G Case Durable Shockproof 3-Layer Heavy Duty Cover for Samsung A54 5G (WineRed Pink)",Smartphones,8.99,4.7,358
B099939D7X-R3N63JHZPYWOC9,R3N63JHZPYWOC9,4.0,Love it,1.0,2023-10-18,"UMIDIGI Unlocked Cell Phone, Power 5 (3+64g) Android 11 Smart Phone, 6150mAh Battery+ 6.53"" HD Display Smartphone with 16MP AI Triple Camera, Dual SIM Android Phone…",Smartphones,79.99,3.7,949
B0CC1KT7HM-R31G1N16T3OEHA,R31G1N16T3OEHA,1.0,Doesn't fit.,0.0,2023-10-19,"Foluu Slim Fit Case for Samsung Galaxy Z Flip 5, with Front Built-in Screen Protector, Ultra Thin Matte PC Protective Cover for Samsung Galaxy Z Flip5 5G 2023 (Blue)",Smartphones,12.99,4.3,17
B09X3HM5DY-R1BZVLKETG72MB,R1BZVLKETG72MB,1.0,Stops charging after 4.5 months,0.0,2023-10-21,"Belkin Soundform Nano - Bluetooth Earbuds for Kids with Built in Microphone - Kids Bluetooth Wireless Earbuds - Bluetooth Earbuds for iPhone, iPad, Galaxy & More - White",Smartphones,49.99,4.5,4112
B0BJTRCWTS-R2ZODGQZLGBD1,R2ZODGQZLGBD1,5.0,Superb,0.0,2022-11-24,"OHHSUN Phone Mount for Car, [Strong Suction Cup] Universal Phone Holder Smartphones for iPhone 14 13 12 Pro Max,Car Phone Holder Mount 3in1 Arm Dashboard Windshield Suction Cup Holder for All Phones",Smartphones,9.99,3.6,7
B0C9LKJNFX-R1RRJJ9ZNSYN94,R1RRJJ9ZNSYN94,5.0,Nice,1.0,2023-09-17,TopFunny Cases for Galaxy Z Flip 5 Wallet Case with Card Holder Retro 2 in 1 Detachable Zipper Flip Wallet Kickstand Premium PU Leather Protective Phone Cover for Samsung Galaxy Z Flip 5 5G 2023 Black,Smartphones,17.99,4.5,5
B015TNSTUU-R3S199TQDGX81F,R3S199TQDGX81F,5.0,Great Deal. Better than Metro,0.0,2023-10-16,"$29/mo. Ultra Mobile Prepaid Phone Plan with Unlimited International Talk, Text and 10GB of 5G • 4G LTE Data (SIM Card Kit)",Smartphones,29.0,3.9,917
B0CB438XCP-R2N9TW6KQMVQTJ,R2N9TW6KQMVQTJ,1.0,Don’t buy!,1.0,2023-09-22,"VIQEE M13Pro Unlocked Cell Phone, 6.7"" HD Screen Unlocked Phones, 6+256GB Dual SIM Android 13 Smartphone with 256G Memory Card, Fingerprint Lock & Face ID, Long Battery Life (Green)",Smartphones,139.99,2.8,8
B09T94VCVH-R7IFSE50IWDRG,R7IFSE50IWDRG,5.0,Bumblebee,0.0,2023-07-31,"DUOPAL Military Grade Case for Motorola G Stylus 5G 2022: Shockproof, Tempered Glass Protector & Kickstand - 6.8 Inch (Blue)",Smartphones,19.99,4.4,122
B0BCJWK63H-RTVQLCD6EBVQI,RTVQLCD6EBVQI,2.0,Received used earphones!,0.0,2023-10-01,"Letshuoer S12 PRO in Ear Headphones 14.8mm Planar Magnetic Driver Wired HiFi Earphones for Smartphones/PC/Tablet (Deep Space Blue, 2.5mm / 3.5mm / 4.4mm Connector)",Smartphones,169.0,4.2,38
B0BHF6NVQM-R11FXQOXRH28NT,R11FXQOXRH28NT,4.0,Great product,1.0,2023-03-18,"HONG-AMY for S20 Plus Case, Galaxy S20 Plus Case with Self Healing Flexible TPU Screen Protector [2 Pack], 3 in 1 Full Body Shockproof Heavy Case for Samsung Galaxy S20 Plus (Purple/Pink)",Smartphones,16.88,4.2,133
B0BRCZW315-R3P8C4NQ4YS5CG,R3P8C4NQ4YS5CG,4.0,Stable and user friendly,0.0,2023-06-02,"2023 Upgraded Phone Holders for Your Car, Universal Military Grade Car Phone Mount Holder Hands-Free Auto Mobile Stand, 360°Adjustable Air Vent Cradles Car Accessories for iPhone and Smartphone",Smartphones,19.99,4.1,140
B0CB458NHJ-R2N9TW6KQMVQTJ,R2N9TW6KQMVQTJ,1.0,Don’t buy!,1.0,2023-09-22,"VIQEE M13Pro Unlocked Cell Phone, 6.7"" HD Screen Unlocked Phones, 6+256GB Dual SIM Android 13 Smartphone with 256G Memory Card, Fingerprint Lock & Face ID, Long Battery Life (White)",Smartphones,139.99,2.8,8
B0CHY3KY4L-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Samsung Galaxy S23 Ultra Hard Case, Shockproof Anti- Scratch Cover Case with Kickstand & Card Holder Black",Smartphones,18.99,0.0,0
B0CGX5KFSF-R1T6NW9VLBIW3N,R1T6NW9VLBIW3N,5.0,Strong and sturdy,0.0,2023-10-24,Phone Holder Car [Military-Grade Suction] Universal Car Phone Holder Mount [Thick Case Friendly] Automobile Accessories Dashboard Air Vent Windshield Phone Mount Fit for All iPhone Android Smartphones,Smartphones,14.99,4.8,214
B088FNVGWP-R1ER7M22J20ZAO,R1ER7M22J20ZAO,5.0,Works Great,1.0,2023-08-15,"iMESTOU Auto Clamping Motorcycle Phone Mount Charger Wireless qi & USB Quick Charging 2 in 1 Handlebar Cell Phone Holder 9CM Stem 1"" Ball Mount 720 Rotation Quick Release for 3.5-6.8 Inch Smartphone",Smartphones,45.99,4.4,675
B0B1M6R6D1-R19Z16V1MA827L,R19Z16V1MA827L,2.0,117?,0.0,2023-10-13,"KEXIN Micro SD Card 128GB -Memory -Card + Adapter, 128 GB microSDXC Full HD & 4K UHD, UHS-I, U3, 3Pack Mini SD Card Expanded Storage for Android Smartphones, Tablets",Smartphones,24.99,4.5,2274
B0C27CFZRZ-R2DNZ2XNW3VAAG,R2DNZ2XNW3VAAG,5.0,Amazing,1.0,2023-10-10,"Ulefone Unlocked Cell Phones, Note 16 Pro 16GB + 128GB, 8-Core, 6.52"" HD+ Display Unlocked Smartphone, Android 13, 50MP + 8MP, 4400 mAh, Dual 4G LTE, Fingerprint/Face Detection, T-Mobile, Blue",Smartphones,129.99,4.3,59
B0B4RVD8R5-R2JZZ6OEAANF3L,R2JZZ6OEAANF3L,5.0,Great hard cover!,0.0,2023-07-12,ZZXX Google Pixel 6A Case Wallet with [RFID Blocking] Card Slot Photo Fram Kickstand Magnetic Soft Leather Flip Fold Case for Google Pixel 6A Wallet Case(Black),Smartphones,12.99,4.1,34
B0B2DSB5VR-R320DCUWGPNDWU,R320DCUWGPNDWU,5.0,Media center essential,0.0,2023-08-16,"USB Charging Station,Cinlinso 20 Port 200W/40A Multiple USB Charger Station with Intelligent Protection for Smartphone Tablet School Shopping Hotel Malls",Smartphones,79.99,4.4,63
B07RBC21Z6-R31IXSPI9968K7,R31IXSPI9968K7,5.0,Great phone holder,0.0,2023-10-16,"iOttie Auto Sense Qi Wireless Car Charger - Automatic Clamping Dashboard Phone Mount with Wireless Charging for Google Pixel, iPhone, Samsung Galaxy, Huawei, LG, and other Smartphones",Smartphones,59.95,4.3,3816
B082F9VGJZ-R146XD7JFMIBK3,R146XD7JFMIBK3,5.0,Good product,0.0,2023-08-22,"Macally Cup Holder Phone Mount, [Upgraded] Cell Phone Holder for Car Cup Holder with Universal Cup Phone Holder for iPhone, Samsung, Smartphone - Cupholder Phone Holder for Car, Truck, Golf Cart",Smartphones,19.99,4.2,1855
B0BWDD5DM8-RRGLQ0E6ZMSSO,RRGLQ0E6ZMSSO,5.0,Great phone for the price!,0.0,2023-10-11,"UMIDIGI Cell Phone G1, Android12 Unlocked Cell Phone, Dual Sim 4G LTE Mobile Phone, 3+32GB 256G Expandable, 6.52"" HD+, 5150mAh, GSM Unlocked",Smartphones,79.99,3.8,289
B0CBS4KD3N-R2WS0WOUFS7LJP,R2WS0WOUFS7LJP,1.0,Don’t turn on,0.0,2023-08-16,"HP 14"" HD Laptop Light-Weight, 16GB RAM, 1TB SSD + 64GB eMMC, AMD Dual Core 3000 Series Processor, WiFi, Bluetooth, USB A&C, HDMI, Webcam, Win10, Blue 1 Year Microsoft Office 365 + Mousepad",Laptops,479.99,4.3,920
B077X4881T-R1Q9GWQ6YYQF4I,R1Q9GWQ6YYQF4I,5.0,Relación precio - calidad,0.0,2023-10-11,"Dell Latitude 7480 FHD (1920x1080) Ultrabook Business Laptop Notebook (Intel Core i7-7600U, 16GB Ram, 512GB Solid State SSD, HDMI, Camera, WiFi, Thunderbolt 3) Win 10 Pro (Renewed)",Laptops,254.5,4.2,237
B0CJLWWJTT-R2K9NIGVXR3F6D,R2K9NIGVXR3F6D,5.0,Love the touch screen!,1.0,2022-07-02,"Lenovo Ideapad Flagship 15.6 FHD Touchscreen Laptop Business, Intel 4 Core i5-1135G7 (Beat i7-1065G7, Up to 4.2GHz), 20GB RAM, 1TB PCIe SSD, Iris Xe Graphics, Numpad, Win 11, Grey, GM Accessory",Laptops,599.0,4.7,10
B0BWMJFZJC-R3TYCTRUSVNPOB,R3TYCTRUSVNPOB,1.0,Computer laptop,0.0,2023-10-22,"HP Newest Stream 14"" HD Laptop, Intel Celeron 2-Core Processor, 8GB DDR4 RAM, 64GB eMMC, 1 Year Office 365, WiFi, Bluetooth, HDMI, RJ-45, Webcam, USB Type-A&C, w/GM Accessoy",Laptops,279.99,4.3,120
B0C6J89STC-R1KGZVBDWYIP3Q,R1KGZVBDWYIP3Q,2.0,Slow,0.0,2023-10-16,"HP 2022 Stream 14"" HD BrightView Laptop, Intel Celeron N4020 Processor, 4GB RAM, 64GB SSD, Intel HD Graphics, 720p Webcam, 1 Year Office 365, Pink, Win 11 S, 32GB Snowbell USB Card",Laptops,259.0,4.4,454
B0CJV66HND-R33SWJ0YE33V54,R33SWJ0YE33V54,4.0,Good for the price,1.0,2023-10-15,"HP Newest 14 FHD Laptop Computer, Intel Quad-Core Pentium N200 (Beat i5-8250U), 16GB RAM, 1TB SSD, WiFi, Webcam, Fast Charge, Backlit Keyboard, 1 Year Microsoft Office 365, Win 11, w/GM Accessory",Laptops,499.0,4.3,69
B0C1NGKQ8T-R3NTZAYONPBMHT,R3NTZAYONPBMHT,5.0,Screen Quality,0.0,2023-10-23,"Auusda Laptop Computer with 16GB DDR4 512GB SSD, AMD Ryzen 7 5700U Up to 4.3 GHz, 15.6"" 1920x1080 IPS, Backlit Keyboard, Fingerprint Unlock, Cooling Fan, Webcam, HDMI, USB-A x2, Windows 11 Pro",Laptops,379.99,3.9,251
B0BSLVF5F5-R3M9T3N3AHZS5B,R3M9T3N3AHZS5B,5.0,Love it - a pleasure to use,0.0,2023-10-22,"Acer Aspire 3 A314-23P-R3QA Slim Laptop | 14.0"" Full HD IPS Display | AMD Ryzen 5 7520U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 512GB NVMe SSD | Wi-Fi 6 | Windows 11 Home,Silver",Laptops,419.0,4.3,113
B0CC2NMQJW-R2C396OVX9S005,R2C396OVX9S005,3.0,Touchpad failed after only 2 1/2 months,3.0,2021-09-07,"acer Aspire 3 Touchscreen 15.6"" FHD Laptop 2023 Newest, 16GB LPDDR5 1TB SSD, AMD Ryzen 5 7520U Quad-Core Processor, WiFi 6, Bluetooth 5.2, HD Webcam, HDMI, Silver, Windows 11, GM Accessory",Laptops,649.99,4.3,11
B09VTC9MRW-R2C396OVX9S005,R2C396OVX9S005,3.0,Touchpad failed after only 2 1/2 months,3.0,2021-09-07,"acer Aspire 3 14"" FHD Lightweight Laptop, AMD Ryzen 5 7520U Quad-Core Processor, 8GB LPDDR5 1TB SSD, Backlit KB, WiFi 6, HD Webcam, Type-A&C, Long Battery Life, Silver, Windows 11, GM Accessory",Laptops,619.0,4.3,11
B09KWGHCLK-RNUDOVI5L9JLE,RNUDOVI5L9JLE,4.0,Computador Lenovo,0.0,2023-10-02,Lenovo IdeaPad 3 Intel Core i5-1135G7 12GB 256GB SSD 15.6 FHD Touchscreen Laptop,Laptops,498.0,4.4,604
B0CC1T9XM9-R2PF73N47I71CZ,R2PF73N47I71CZ,4.0,Computer,0.0,2022-02-07,"acer Aspire Thin and Light Laptop 2023, 15.6"" Full HD Display, AMD Ryzen 3 7320U 4-Core Processor, 8GB LPDDR5, 512GB SSD, Long Battery Life, WiFi 6, HDMI, Type-A&C, Windows 11 Home, GM Mousepad",Laptops,539.99,4.3,85
B0CCCWJ44N-R3TYCTRUSVNPOB,R3TYCTRUSVNPOB,1.0,Computer laptop,0.0,2023-10-22,"HP 14"" Latest Stream Laptop Ultral Light for Students and Business, Intel Celeron Processor, 8GB RAM, 64GB eMMC, 1 Year Office 365, Fast Charge, HDMI, WiFi, USB-A&C, Win 11 GM Accessory",Laptops,279.99,4.3,120
B0C9FTLQZ1-R1AS88KZEBYX3B,R1AS88KZEBYX3B,3.0,Missing Charging Adapter,0.0,2023-10-18,"HP 2023 Newest Laptop, 15.6"" HD Touchscreen, AMD Ryzen 5 7530U (Beats i7-1165G7), 32GB RAM, 1TB PCIe SSD, Webcam, Backlit KB, HDMI, Type-C, Wi-Fi 6, Windows 11 Home, Silver, KKE Accessories",Laptops,719.0,4.3,15
B0CJ4VG37S-RCTY7CVIELW8U,RCTY7CVIELW8U,4.0,Nice,1.0,2023-06-23,"HP Victus Gaming Laptop 15.6"" FHD 144Hz Display, AMD Ryzen 5 7535HS Processor, NVIDIA GeForce RTX 2050, 16GB DDR5 RAM, 1TB PCIE SSD, Wifi6, Backlit Keyboard, Windows 11 Home +GM Accessory",Laptops,779.99,4.5,50
B0CKDKY329-R1WSNT73X0DIRV,R1WSNT73X0DIRV,5.0,Excellent laptop for the $,4.0,2022-12-13,"Lenovo Ideapad Newest 14"" FHD Laptop Computer for Business and Students, 20GB RAM, 1TB NVMe SSD, Intel Core i3-1115G4 Up to 4.1GHz, Wi-Fi 6, Webcam, HDMI, Dolby Audio, Windows 11, GM Accessory",Laptops,429.0,4.4,60
B0CL4MHKPZ-R3AFRE2SU8DGD4,R3AFRE2SU8DGD4,1.0,"Windows drive will be full after running updates, good luck.",0.0,2023-07-26,"HP Flagship 15.6 HD Laptop Computer, Intel Quad-Core Pentium N200 (Beat N6000), 8GB RAM, 128GB SSD, WiFi, Webcam, Fast Charge, HDMI, 1 Year Microsoft Office 365, Win 11, w/GM Accessory, Silver",Laptops,369.99,4.3,362
B0CFXW858F-R27WQKCPV7DIUB,R27WQKCPV7DIUB,5.0,Satisfecho,0.0,2023-10-17,"HP Flagship 17.3 FHD Business Laptop, 10-core Intel i5-1335U (Beat i7-1255U) Up to 4.6GHz, 16GB RAM, 1TB NVMe SSD, Backlit Keyboard, Iris Xe Graphics, Wi-Fi 6, Bluetooth 5.3, Win 11 W/GM Accessory",Laptops,749.0,4.3,351
B0CHMC7BZ8-R18CH98IB9DT40,R18CH98IB9DT40,1.0,Just another POS sold by Amazon,0.0,2023-10-23,"HP Newest 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core N4120, 16GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD), 1 Year Office 365, Webcam, HDMI, WiFi, USB-A&C, Win 11",Laptops,369.0,4.2,588
B0CGD8W4Y3-R3VTD3ZN6SX7YK,R3VTD3ZN6SX7YK,5.0,Laptop works as it should...perfect,0.0,2023-10-24,"ANMESC Laptop Computer 15.6"" with 1080P FHD Display, Quad-Core Intel Celeron N5095 Processors, 12GB DDR4 512GB SSD,Windows 11 Laptop Computers",Laptops,399.99,3.8,151
B0CBTYQYJJ-R3TYCTRUSVNPOB,R3TYCTRUSVNPOB,1.0,Computer laptop,0.0,2023-10-22,"HP 14"" Latest Stream Laptop Ultral Light for Students and Business, Intel Celeron Processor, 4GB RAM, 64GB eMMC, 1 Year Office 365, Fast Charge, HDMI, WiFi, USB-A&C, Win 11 GM Accessory, Indigo Blue",Laptops,229.99,4.3,120
B0CJP893GQ-R1KGZVBDWYIP3Q,R1KGZVBDWYIP3Q,2.0,Slow,0.0,2023-10-16,"HP 2023 Premium 14"" Stream HD Laptop, Intel Celeron N4120 CPU, 8GB RAM, 64GB eMMC, Webcam, UHD Graphics, Bluetooth, WiFi, HDMI, 1 Year Office 365, Win 11s, White, 32GB Hotface USB Card",Laptops,249.0,4.4,454
B0CJDG2DN4-RM3MIU6YAP3WE,RM3MIU6YAP3WE,4.0,Battery power is not the best last about 3 hours if not plugged in.,4.0,2023-04-03,"ASUS Vivobook 15.6"" FHD Laptop, 6-core Intel Core i3-1215U(up to 4.4GHz), 16GB RAM, 1TB PCIE SSD, HDMI, Webcam, USB-A&C, Windows 11+ GM Accessory",Laptops,499.99,4.3,33
B09XN5W2KW-R2MTI5T0IYLOQH,R2MTI5T0IYLOQH,5.0,Received laptop with no issues,0.0,2023-10-20,"HP 17 Laptop, 17.3"" HD+ Touchscreen, Intel Core i7-1255U Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Backlit Keyboard, Wi-Fi, Windows 11 Home, Silver",Laptops,727.99,4.5,71
B0B2DB2QXF-R18CH98IB9DT40,R18CH98IB9DT40,1.0,Just another POS sold by Amazon,0.0,2023-10-23,"HP Newest 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core N4120, 8GB RAM, 192GB Storage(64GB eMMC+128GB Micro SD), 1 Year Office 365, Webcam, HDMI, WiFi, USB-A&C, Win 11 S",Laptops,299.99,4.2,588
B0C79D6V19-R3IFQ7NBND8DTD,R3IFQ7NBND8DTD,5.0,gift for hubby,0.0,2023-10-12,"HP 15.6 inch Laptop, 16GB Memory, 1TB SSD Storage, Intel Core i3-1115G4 Processor, 15.6"" HD Anti-Glare Display, HDMI, SD Card Reader, Wi-Fi & Bluetooth, Windows 11 Home, 1 Year Microsoft 365",Laptops,469.0,4.3,248
B0CD74BW49-Unavailable,Unavailable,,Unavailable,,1677-09-21,"BHWW Laptop Computer 16GB LPDDR4 RAM 512G SSD, Intel Celeron N5095, Laptop 15.6 inch FHD 1920x1080, 6000mAh Battery, 2.0 MP Privacy Cam, 2.4G+5G WiFi, BT 5.0, HDMI, RJ45, Type-C, Free Mouse(Silver)",Laptops,399.99,0.0,0
B0CJH3Q1VH-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Lenovo IdeaPad 3i Laptop for Business & Student, 14"" FHD Display, 11th Gen Intel Core i3-1115G4 Up to 4.10 GHz, 8GB RAM 3200MHz, 512GB NVMe SSD, HDMI, WiFi 6, Webcam, SD Card Reader, Win 11 Pro",Laptops,339.99,4.5,3
B0C33MYFDP-R1E5SYAZQRG6HH,R1E5SYAZQRG6HH,5.0,"versitle, quality design",0.0,2023-10-18,"230W Stealth Charger for MSI GS66 GS65 GS76 GS75 WS65 WS66 WS75 WS76, MSI Laptop Power Adapter Supply A12-230P1A A17-230P1A",Laptops,56.99,4.6,7
B0CDGBZJ19-Unavailable,Unavailable,,Unavailable,,1677-09-21,"Lenovo Ideapad 3 14"" FHD Laptop, Intel Core i5 11th Gen 1135G7 (Beat i7-1160G7, up to 2.4GHz), HDMI, Camera, Windows 11 Home, 12GB RAM, 512GB SSD, Platinum Grey, EAT 64GB SD Card",Laptops,469.0,5.0,2
